,Brand_Name,Product,Rating,Total_Rating,Price,Exchange_Discount,Expected_Delivery,LINK,Extra_Details
30,VW 60,VW 60 cm (24 inches) HD Ready Smart LED TV VW24S (Black) (2021 Model),4 out of 5,"2,543 global ratings",not given,"Up to    2,050.00 off","Wednesday, Jan 26, 7AM-9PM",https://www.amazon.in/inches-Ready-Smart-VW24S-Black/dp/B08Z35H8L6/ref=sr_1_22?keywords=TV&qid=1643026336&sr=8-22,"Resolution: Hd Ready (1366X768) | Refresh Rate: 60 Hertz | Viewing Angle: 178 Degrees
Connectivity: 1 HDMI ports to connect set top box, Blu-ray speakers or a gaming console | 2 USB ports to connect hard drives or other USB devices
Sound Output: 20 Watts Output | In-built Box Speakers
Smart TV Features: Built-In Wifi, Android, Screen Mirroring, Pc Connectivity, Wireless Headphone Control
Display: IPE Techonology | Eco Vision | Cinema Mode | Cinema Zoom | Supports 16.7 Million Colours
Warranty Information: 1 year warranty provided by Visio World from date of purchase
Installation: For requesting installation/wall mounting/demo of this product once delivered, please directly call Visio World support on 18001020777, 01204779102 and provide product's model name as well as seller's details mentioned on the invoice
Easy returns: This product is eligible for replacement/refund within 10 days of delivery in case of any product defects, damage or features not matching the description provided"
31,LG 80,LG 80 cm (32 inches) HD Ready Smart LED TV 32LM563BPTC (Dark Iron Gray) (2020 Model),4.3 out of 5,"13,001 global ratings",not given,"Up to    2,050.00 off","Wednesday, Jan 26, 7AM-9PM",https://www.amazon.in/LG-inches-Ready-Smart-32LM563BPTC/dp/B08DPLCM6T/ref=sr_1_23?keywords=TV&qid=1643026336&sr=8-23,"Resolution: HD Ready (1366x768) | Refresh Rate: 50 hertz
Connectivity: 2 HDMI ports to connect set top box, Blu Ray players, gaming console | 1 USB ports to connect hard drives and other USB devices
Sound output: 10 Watts Output I 2 Speakers | DTS Virtual:X | Sound Type : Down Firing
Smart TV Features: Web OS Smart TV | Wi-Fi | Home Dashboard | Screen Mirroring | Mini TV Browser | Multi-Tasking | Office 365, Set WXHXD (with Stand ) mm - 739 x 472 x 168
Display: Active HDR | Display Type: Flat | BackLight Module: Slim LED
Warranty Information: 1 Year LG India Comprehensive Warranty and additional 1 year Warranty is applicable on panel/module from the date of purchase
Installation: For requesting installation/wall mounting/demo of this product once delivered, please directly call LG support on 1800 180 9999/1800 315 9999 and provide product's model name as well as seller's details mentioned on the invoice
Easy Returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description provided"
32,iFFALCON 108,iFFALCON 108 cm (43 inches) 4K Ultra HD Certified Android Smart LED TV 43U61 (Black) (2021 Model),4.3 out of 5,969 global ratings,not given,"Up to    2,050.00 off","Wednesday, Jan 26, 7AM-9PM",https://www.amazon.in/iFFALCON-inches-Certified-Android-43U61/dp/B0995P5FGC/ref=sr_1_24?keywords=TV&qid=1643026336&sr=8-24,"Resolution: 4K Ultra HD (3840 x 2160) | Refresh Rate: 60 Hertz
Connectivity : 3 HDMI ports to connect set top box, Blue Ray players | 1 USB ports to connect hard drives and other USB devices
Sound: 24 Watts Output | Dolby Audio Power Speakers | Surround Virtualizer
Smart TV Features : Google Assistant | 4K Android TV + HDR 10 | AI-IN | T-cast | Bluetooth 5.0
Display : A+ Grade Panel | UHD | HDR 10 | Full Screen | Slim Design
Warranty Information : 1 Year comprehensive warranty provided by TCL from date of purchase
Easy returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description provided"
33,AmazonBasics 80cm,AmazonBasics 80cm (32 inch) HD Ready Smart LED Fire TV AB32E10SS (Black) (2020 Model),4 out of 5,"2,124 global ratings",not given,"Up to    2,050.00 off","Wednesday, Jan 26, 7AM-9PM",https://www.amazon.in/AmazonBasics-80cm-inch-Smart-LED/dp/B087JX4TT4/ref=sr_1_25?keywords=TV&qid=1643026336&sr=8-25,"Resolution: HD Ready (1366x768) | Refresh Rate: 60 hertz | 178° wide viewing angle
Connectivity: 2 HDMI ports to connect set top box, Blu-Ray players, gaming console | 2 USB ports to connect hard drives and other USB devices | IR Port to control connected devices like Soundbars, Receivers and Set top boxes
Sound output: Inbuilt 20 Watts Powerful Speakers | Dolby Audio and DTS Tru Surround
Smart TV Features: Fire TV OS | Built in Alexa and Alexa voice controls | DTH Set-Top Box Integration to switch between DTH TV Channels and OTT apps from home screen | Supported Apps: Prime Video | Netflix | Disney + Hotstar | YouTube | Apple TV | 5000+ apps from Fire OS Store | Display Mirroring | 1.5GHz Quad core processor | 1GB RAM/DDR
Display: A+ Grade LED panel | Amlogic 7th Generation Imaging Engine | Ultra bright screen | Advance picture processing | Anti-aliasing | Dynamic contrast | Dynamic backlight
Warranty Information: 2 Year Comprehensive Warranty and 3 years warranty on panel for malfunction arising from manufacturing defects
Installation/Wall mounting/demo will be arranged by Amazon Home Services. For warranty and device related issues, go to Your Orders on Amazon.in or Amazon shopping app > Locate your TV order > Select ‘Get Product Support’ and schedule a service. For any other information, please contact Amazon customer support"
34,eAirtec 60,eAirtec 60 cm (24 Inches) HD Ready Smart Android LED TV 24DJSmart (Black) (2021 Model),3.8 out of 5,229 global ratings,not given,"Up to    2,050.00 off","Wednesday, Jan 26, 7AM-9PM",https://www.amazon.in/eAirtec-24-Smart-Android-24DJSmart/dp/B09CQ6SL7M/ref=sr_1_26?keywords=TV&qid=1643026336&sr=8-26,"Resolution: HD Ready (1366 x 768p) | Refresh Rate: 60Hz
Connectivity: 2 HDMI Ports to connect set top box, Blu Ray players, gaming console | 1 USB Ports to connect hard drives and other USB devices | 1 Headphone Jack | 2 AV Input Slot | 1 RF Slot
Sound: 20 Watts Output
Display: 178 Degree Wide Viewing Angle | Wide Color Enhancer | Double Glass Panel
Smart TV Features: Android 9 | Built-In Wi-Fi | Screen Mirroring | 512 MB RAM | 4 GB ROM | In-Built Apps: Prime Video, Netflix, Disney+Hotstar, etc."
35,AmazonBasics 80cm,AmazonBasics 80cm (32 inch) HD Ready Smart LED Fire TV AB32E10SS (Black) (2020 Model),4 out of 5,"2,124 global ratings",not given,"Up to    5,580.00 off","Wednesday, Jan 26, 8AM-6PM",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A059529639R8D1KRS8UXT&url=%2FAmazonBasics-80cm-inch-Smart-LED%2Fdp%2FB087JX4TT4%2Fref%3Dsr_1_27_sspa%3Fkeywords%3DTV%26qid%3D1643026336%26sr%3D8-27-spons%26psc%3D1&qualifier=1643026336&id=6295772049043204&widgetName=sp_mtf,"Resolution: HD Ready (1366x768) | Refresh Rate: 60 hertz | 178° wide viewing angle
Connectivity: 2 HDMI ports to connect set top box, Blu-Ray players, gaming console | 2 USB ports to connect hard drives and other USB devices | IR Port to control connected devices like Soundbars, Receivers and Set top boxes
Sound output: Inbuilt 20 Watts Powerful Speakers | Dolby Audio and DTS Tru Surround
Smart TV Features: Fire TV OS | Built in Alexa and Alexa voice controls | DTH Set-Top Box Integration to switch between DTH TV Channels and OTT apps from home screen | Supported Apps: Prime Video | Netflix | Disney + Hotstar | YouTube | Apple TV | 5000+ apps from Fire OS Store | Display Mirroring | 1.5GHz Quad core processor | 1GB RAM/DDR
Display: A+ Grade LED panel | Amlogic 7th Generation Imaging Engine | Ultra bright screen | Advance picture processing | Anti-aliasing | Dynamic contrast | Dynamic backlight
Warranty Information: 2 Year Comprehensive Warranty and 3 years warranty on panel for malfunction arising from manufacturing defects
Installation/Wall mounting/demo will be arranged by Amazon Home Services. For warranty and device related issues, go to Your Orders on Amazon.in or Amazon shopping app > Locate your TV order > Select ‘Get Product Support’ and schedule a service. For any other information, please contact Amazon customer support"
36,Samsung 27,"Samsung 27 inch M5 Smart Monitor with Netflix, YouTube, Prime Video and Apple TV Streaming (LS27AM500NWXXL, Black)",4.3 out of 5,772 global ratings,not given,-,"Wednesday, Jan 26",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A0272641A2DRRBX93AVR&url=%2FSamsung-Monitor-Netflix-Streaming-LS27AM500NWXXL%2Fdp%2FB08XB1F1RD%2Fref%3Dsr_1_28_sspa%3Fkeywords%3DTV%26qid%3D1643026336%26sr%3D8-28-spons%26psc%3D1&qualifier=1643026336&id=6295772049043204&widgetName=sp_mtf,"27 inch Smart Monitor - 1,920 x 1,080 Resolution VA Monitor with HDR 10
MOBILE CONNECTIVITY: Wireless DeX unlocks a full PC experience. Use MOBILE productivity apps, such as video conferencing, documents, and browsers, through just your monitor and phone
SMART HUB: Binge watching got even easier. Access a bunch of entertainment apps, such as Netflix, YouTube, and HBO
REMOTE Access: Work seamlessly from anywhere. Boost your productivity with REMOTE Access features
ADAPTIVE PICTURE: Sensational PICTURE, day or night. Surrounding light is detected by a sensor to adjust brightness automatically with ADAPTIVE PICTURE
ULTRAWIDE GAME VIEW: Keep your eye on the win. adjust your screen to 9:21 to discover hidden areas in GAME scenes with ULTRAWIDE GAME VIEW
Windows 10 Certified"
37,Mi 108,Mi 108 cm (43 inches) Full HD Android LED TV 4C | L43M6-INC (Black),4.3 out of 5,"45,946 global ratings",not given,"Up to    2,050.00 off","Monday, Feb 7, 8AM-5PM",https://www.amazon.in/inches-Full-Android-L43M6-INC-Black/dp/B09JPC82QC/ref=sr_1_29?keywords=TV&qid=1643026336&sr=8-29,"Resolution : Full HD (1920x1080) | Refresh Rate : 60 Hertz | 178 Degree wide viewing angle
Connectivity: 3 HDMI ports to connect set top box, Blu-Ray players, gaming console | 3 USB ports to connect hard drives and other USB devices | 3.5mm to connect your headphones | S/PDIF port to connect Speakers
Sound: 20 Watts Powerful Stereo Speakers | DTS-HD
Smart TV Features : Android TV 9 | Chromecast built-in | PatchWall 4 with IMDb integration | 75+ Free Live Channels | Universal search | Language Universe (16+ Languages) | Miracast | Supported Apps: Prime Video | Netflix, Disney + Hotstar, YouTube, Apple TV, 5000+ apps from Play Store | Quad core processor | Built-in Wi-Fi | 1GB RAM + 8GB Storage
Display: LED Panel | Vivid Picture engine | Detailed Picture Controls | Ultra bright screen | Dynamic contrast | Dynamic backlight
Warranty Information: 1 year comprehensive warranty on product and 1 year additional on Panel provided by the brand from the date of purchase
Installation/Wall mounting/demo will be arranged by AHS Team or Xiaomi service partner. For more information, please call Mi support on Toll Free Number (Please visit brand website for toll free numebrs) | Wall Mount is not included in the box and will be charged extra at the time of installation
Easy Returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description provided"
38,Westinghouse 106,Westinghouse 106 cm (43 Inches) Full HD Smart Certified Android LED TV WH43SP99 (Black) (2021 Model),4 out of 5,263 global ratings,not given,"Up to    2,050.00 off","Monday, Feb 7, 8AM-5PM",https://www.amazon.in/Westinghouse-Inches-Certified-Android-WH43SP99/dp/B09FY5J2LM/ref=sr_1_30?keywords=TV&qid=1643026336&sr=8-30,"Resolution : Full HD (1920x1080) resolution | Refresh Rate : 60 Hertz | 178 Degree wide viewing angle
Connectivity: 3 HDMI ports to connect set top box, Blu-ray speakers or a gaming console | 2 USB ports to connect hard drives or other USB devices
Sound: 30 Watts Output | Powerful Speakers with Crystal clear Audio
Smart TV Features : Google Voice Assistance | Android 9.0 Pie | Smart Remote | Apps: YouTube, Prime Video, Hotstar, Zee5, SonyLiv and more | Display Mirroring for compatible devices
Display : Durable IPS Grade DLED panel | Ultra bright screen for flawless picture quality even in bright rooms
Warranty Information: 1 Year warranty provided by Westinghouse TV from date of purchase
Easy Returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description"
39,Beston 80,Beston 80 cm (32 inches) HD Ready Smart LED TV BS32HW1 (Black) (2022 Model) | Powered by WebOS,5 out of 5,3 global ratings,not given,"Up to    2,050.00 off","Monday, Feb 7, 8AM-5PM",https://www.amazon.in/Beston-inches-Ready-BS32HW1-Powered/dp/B09PBS9KQF/ref=sr_1_31?keywords=TV&qid=1643026336&sr=8-31,"Resolution: HD Ready (1366X768) | Refresh Rate: 60 Hertz | Viewing Angle: 178 Degrees
Connectivity: 3 HDMI ports to connect latest gaming consoles, set-top box, Blu-ray Players | 2 USB ports to connect hard drives and other USB devices | Bluetooth 5.0 | Dual Band Wi-Fi | Optical Output | HDR 10 | HLG
Sound: 30 Watts Output | Powerful Speakers with Dolby Audio
Smart TV Features : Powered by webOS TV | ThinQ AI Voice Assistant | Quantum Lucent | Intelligent Edit | Universal Control | Miracast | 1.5 GB Ram | 8 GB Rom | Supported Apps – Netflix, YouTube, Prime Video, Disney+ Hotstar, SonyLiv, Zee5 etc.| Personalised Picture and Sound Settings within Apps
Display: Wide Viewing Angle | A plus Grade Panel | Slim Bezel
Warranty Information: 1-year warranty provided by the manufacturer from date of purchase
Installation: For requesting installation/wall mounting/demo of this product once delivered, please directly call Beston support (Visit Brand website for toll free numbers) and provide product's model name as well as seller's details mentioned on the invoice
Easy returns: This product is eligible for replacement/refund within 10 days of delivery in case of any product defects, damage or features not matching the description provided"
40,Acer 106.8,Acer 106.8 cm (42 inches) P series Full HD Android Smart LED TV AR42AP2841FD (Black) (2021 Model),4.3 out of 5,"1,117 global ratings",not given,"Up to    2,050.00 off","Wednesday, Jan 26, 7AM-9PM",https://www.amazon.in/Acer-106-8-inches-Android-AR42AP2841FD/dp/B099KSTCSZ/ref=sr_1_32?keywords=TV&qid=1643026336&sr=8-32,"Resolution : Full HD (1920x1080) resolution | Refresh Rate : 60 Hertz | 178 Degree wide viewing angle
Connectivity: 2 HDMI ports (HDMI 1 supports ARC) to connect personal computer, laptop, set top box, Blu-ray speakers or a gaming console | 2 USB ports to connect hard drives or other USB device
Sound: 24 Watts Output | High Fidelity Speakers with Dolby Audio | Sound calibration by Pure Sound 2.0
Smart TV Features : Google certified Android Tv｜Google Assistant | Chromecast built-in | Voice controlled Smart Remote | Hotkeys for Quick Access - Netflix, Prime Video, YouTube | Wifi 2.4 GHz | 5 Picture Mode | 1.5GB RAM | 8GB Storage | 64bit Quad Core Processor
Display : 16.7 million colours | Wide Colour Gamut | Intelligent Frame Stabilization Engine | HDR10 | Micro Dimming | Digital Noise Reduction | 178 degree Wide viewing angle
Warranty Information: 1 Year manufacturer warranty from the date of purchase
Installation: Installation/Wall mounting/demo will be arranged by Amazon Home Services. For any other information, please contact Amazon customer support | Wall Mount is not included in the box and will be charged extra at the time of installation
Easy Returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description"
41,Westinghouse 98,Westinghouse 98 cm (40 Inches) Full HD Smart Certified Android LED TV WH40SP50 (Black) (2021 Model),4 out of 5,263 global ratings,not given,"Up to    2,050.00 off","Wednesday, Jan 26, 7AM-9PM",https://www.amazon.in/Westinghouse-Inches-Certified-Android-WH40SP50/dp/B09FY4XJGJ/ref=sr_1_33?keywords=TV&qid=1643026336&sr=8-33,"Resolution : Full HD (1920x1080) resolution | Refresh Rate : 60 Hertz | 178 Degree wide viewing angle
Connectivity: 3 HDMI ports to connect set top box, Blu-ray speakers or a gaming console | 2 USB ports to connect hard drives or other USB devices
Sound: 24 Watts Output | Powerful Speakers with Crystal clear Audio
Smart TV Features : Google Voice Assistance | Android 9.0 Pie | Smart Remote | Apps: YouTube, Prime Video, Hotstar, Zee5, SonyLiv and more | Display Mirroring for compatible devices
Display : Durable IPS Grade DLED panel | Ultra bright screen for flawless picture quality even in bright rooms
Warranty Information: 1 Year warranty provided by Westinghouse TV from date of purchase
Easy Returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description"
42,Onida 80,Onida 80 cm (32 inches) HD Ready Smart LED Fire TV 32HIF1 (Black) (2021 Model) | Voice Remote with Alexa,4.2 out of 5,"7,018 global ratings",not given,"Up to    2,050.00 off","Wednesday, Jan 26, 7AM-9PM",https://www.amazon.in/Onida-Inches-Ready-Smart-32HIF1/dp/B08KFYBGB5/ref=sr_1_34?keywords=TV&qid=1643026336&sr=8-34,"Resolution : HD Ready (1366x768) | Refresh Rate: 60 hertz
Connectivity: 3 HDMI ports to connect set top box, Blu-ray players, gaming console | 1 USB port to connect hard drives and other USB devices
Sound: 20 W output | Dolby Digital Plus | DTS TruSurround
Smart TV features : Dual band Wi-Fi | Built-in Fire TV OS | Alexa Voice Control | Display Mirroring for compatible devices | Voice Remote with Alexa | Live TV Tab | Apps: YouTube, Prime Video, Netflix, Hotstar, Zee5, SonyLiv and more
Warranty Information: 1 Year warranty provided by Onida from date of purchase
Installation: For requesting installation/wall mounting/demo of this product once delivered, please directly call Onida support on 7490955555 and provide product's model name as well as seller's details mentioned on the invoice
Easy returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description provided"
43,Mi 108,Mi 108 cm (43 Inches) Full HD Android Smart LED TV 4A PRO | L43M5-AN (Black),4.3 out of 5,"45,946 global ratings",not given,"Up to    2,050.00 off","Monday, Feb 7, 8AM-5PM",https://www.amazon.in/Mi-LED-Full-Android-Black/dp/B07T89Z35Z/ref=sr_1_35?keywords=TV&qid=1643026336&sr=8-35,"Resolution : Full HD (1920x1080) | Refresh Rate: 60 hertz
Connectivity: 3 HDMI ports to connect set top box, Blu Ray players, gaming console | 3 USB ports to connect hard drives and other USB devices
Sound: 20 Watts Output | DTS-HD sound
Smart TV Features :Built-In Wi-Fi | PatchWall | Netflix | Prime Video | Disney+Hotstar and more | Android TV 9.0 | Google Assistant
Display : LED Panel | Vivid Picture engine
Warranty Information: 1 year warranty on product and 1 year extra on Panel
Easy returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description provided"
44,Acer 80,Acer 80 cm (32 inches) P series HD Ready Android Smart LED TV AR32AP2841HD (Black) (2021 Model),4.3 out of 5,"1,117 global ratings",not given,"Up to    2,050.00 off","Wednesday, Jan 26, 7AM-9PM",https://www.amazon.in/Acer-inches-Ready-Android-AR32AP2841HD/dp/B099KR7GHN/ref=sr_1_36?keywords=TV&qid=1643026336&sr=8-36,"Resolution : HD Ready (1366x768) resolution | Refresh Rate : 60 Hertz | 178 Degree wide viewing angle
Connectivity: 3 HDMI ports (HDMI 1 supports ARC) to connect personal computer, laptop, set top box, Blu-ray speakers or a gaming console | 2 USB ports to connect hard drives or other USB device
Sound: 24 Watts Output | High Fidelity Speakers with Dolby Audio | Sound calibration by Pure Sound 2.0
Smart TV Features : Google certified Android Tv｜Google Assistant | Chromecast built-in | Voice controlled Smart Remote | Hotkeys for Quick Access - Netflix, Prime Video, YouTube | Wifi 2.4 GHz | 5 Picture Mode | 1.5GB RAM | 8GB Storage | 64bit Quad Core Processor
Display : 16.7 million colours | Wide Colour Gamut | Intelligent Frame Stabilization Engine | HDR10 | Micro Dimming | Digital Noise Reduction | 178 degree Wide viewing angle
Warranty Information: 1 Year manufacturer warranty from the date of purchase
Installation: Installation/Wall mounting/demo will be arranged by Amazon Home Services. For any other information, please contact Amazon customer support | Wall Mount is not included in the box and will be charged extra at the time of installation
Easy Returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description"
45,Samsung 108,Samsung 108 cm (43 inches) Crystal 4K Series Ultra HD Smart LED TV UA43AUE60AKLXL (Black) (2021 Model),4.3 out of 5,"4,822 global ratings",not given,"Up to    5,580.00 off","Wednesday, Jan 26, 8AM-6PM",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A07415283RGTIJXBHXSL0&url=%2FSamsung-inches-Crystal-Ultra-UA43AUE60AKLXL%2Fdp%2FB092BJMT8Q%2Fref%3Dsr_1_37_sspa%3Fkeywords%3DTV%26qid%3D1643026336%26sr%3D8-37-spons%26psc%3D1&qualifier=1643026336&id=6295772049043204&widgetName=sp_btf,"Resolution : Crystal 4K UHD (3840 x 2160) resolution | Refresh Rate : 60 Hertz
Connectivity: 3 HDMI ports to connect set top box, Blu-ray speakers or a gaming console | 1 USB ports to connect hard drives or other USB devices
Display: Ultra HD (4k) LED Panel | One Billion Colors | Air Slim Design | Supports HDR 10+ | PurColor | Mega Contarst | UHD Dimming | Auto Game Mode
Sound: 20 Watts Output | Powerful Speakers with Dolby Digital Plus | Q Symphony
Smart TV Features : Prime Video, Hotstar, Netflix, Zee5 and more | Tap View | PC Mode | Universal Guide | Web Browser | Screen Mirroring
Warranty Information: 1 Year warranty provided by manufacturer from date of purchase and 1 Year Additional on Panel
Installation: For requesting installation/wall mounting/demo of this product once delivered, please directly call Samsung support on [1800407267864 / 180057267864] and provide product's model name as well as seller's details mentioned on the invoice
Easy Returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description"
46,Samsung 138,Samsung 138 cm (55 inches) The Frame Series 4K Ultra HD Smart QLED TV QA55LS03AAKLXL (Black) (2021 Model),4.2 out of 5,710 global ratings,not given,"Up to    2,050.00 off","Wednesday, Jan 26, 7AM-9PM",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A076300413T66Z90IBWPF&url=%2FSamsung-inches-Frame-Ultra-QA55LS03AAKLXL%2Fdp%2FB095PC1TPK%2Fref%3Dsr_1_38_sspa%3Fkeywords%3DTV%26qid%3D1643026336%26sr%3D8-38-spons%26psc%3D1&qualifier=1643026336&id=6295772049043204&widgetName=sp_btf,"Resolution : 4K Ultra HD (3840 x 2160) | Refresh Rate : 120 Hertz | QLED Panel
Connectivity: 4 HDMI ports to connect set top box, Blu-ray speakers or a gaming console | 2 USB ports to connect hard drives or other USB devices
Smart TV Features : Voice Assistants | PC Mode | Universal Guide | Auto Game Mode & Game Motion Plus | Super Ultra Wide Game View & Game Bar | Web Browser | Screen Mirroring | Supported Apps : Prime Video, Hotstar, Netflix, Zee5 and many more
Sound: 40 Watts Output - 4 Ch| Powerful Speakers with Dolby Digital Plus | Surround Sound | Active Voice Amplifier | Adaptive Sound+ | Q Symphony
Display: Ultra HD (4k) QLED Panel | Customizable Bezels (Sold Separately) | Dual LED | Quantum HDR & Certified HDR 10+ | Supreme UHD Dimming | Mega Contarst | Slim Fit Wall Mount | 100% Color Volume with Quantum Dot
Warranty Information: 1 manufacturer warranty and 1 year additional warranty on the panel from invoice date
Installation: For requesting installation/wall mounting/demo of this product once delivered, please directly call Samsung support on [1800407267864 / 180057267864] and provide product's model name as well as seller's details mentioned on the invoice
Easy Returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description"
